year,country,region,patient_uuid,age,alive,iso3
2024,TR,Asia,ae61c0c8-666f-439b-995c-03e8de5f274f,45,True,TUR
2024,NG,Africa,6e9501d6-1dea-463c-b233-9cd9fbd3158e,45,True,NGA
2024,AE,Asia,1d666a0e-b010-45d1-8a45-05ac578f71f0,45,True,ARE
2024,CZ,Europe,f599bedb-e18b-42b0-964e-64401bb32a11,45,True,CZE
2024,IN,Asia,2240503e-8a06-42b9-9e04-70469d1cff3e,45,True,IND
2024,IN,Asia,f9a6187c-4c24-46dc-b9ae-7fbbb35fbf22,45,True,IND
2024,IN,Asia,c56edf4b-4fb1-4328-9c3c-aa598e3b4379,45,True,IND
2024,IN,Asia,d935b63b-a74a-44f3-9d48-b39169bb794f,45,True,IND
2024,IN,Asia,48adfce4-f7e5-4c83-8e5a-b39497377ca5,45,True,IND
2024,EG,Africa,4646b6a4-d5f9-4e72-b299-d5c3ae196f93,44,True,EGY
2024,MX,Americas,24e663d2-c79b-4ee4-9ce9-6b70a0351ad1,44,True,MEX
2024,IT,Europe,38f7620a-aae7-4026-a139-5b7451c06a66,44,True,ITA
2024,BR,Americas,72c3e536-8d24-4bcd-b84d-54405417479b,44,True,BRA
2024,BF,Africa,f6001712-9f52-463c-b520-7f9779dac60a,44,True,BFA
2024,KP,Asia,cb496879-f0f4-40c5-8e31-711e3a3e75b2,44,True,PRK
2024,TR,Asia,868df855-aeb7-48da-8286-bdcbb408d969,44,True,TUR
2024,VN,Asia,e0138c5d-73b1-44e3-bc62-725106a3241b,44,True,VNM
2024,IT,Europe,3e2d605f-7b15-4153-a4e0-330c255fde79,43,True,ITA
2024,GB,Europe,f464bbb6-0bb9-4261-92bc-3a21181bd056,43,True,GBR
2024,GB,Europe,a45485ea-4f9d-45fd-ba78-ff01ea5d0526,43,True,GBR
2024,UA,Europe,9856ac71-cbad-46a2-975d-615e4661a636,43,True,UKR
2024,KH,Asia,f7094cda-296a-4483-ad2c-81216b9e2bdf,43,True,KHM
2024,ID,Asia,c01510dc-a0ec-4756-8753-b0d3a2c05605,43,True,IDN
2024,ID,Asia,beee636b-74b9-48d3-859a-cb4c2093b7a5,43,True,IDN
2024,ZW,Africa,cd29e49d-7cf8-4a18-a177-e25e422f8429,43,True,ZWE
2024,AO,Africa,abae0f8c-5108-42f6-a4af-eb39a892be0a,43,True,AGO
2024,BR,Americas,029a66c4-a817-4956-81a6-b0d13532bc66,42,True,BRA
2024,GB,Europe,3a0fa072-d4f5-454d-af65-c4b40f33c4d7,42,True,GBR
2024,US,Americas,663d22a8-4bdc-4010-bb7d-96568ee7a28d,42,True,USA
2024,AM,Asia,53756ad1-c6ef-4819-ac4d-77dfe40bd56d,42,True,ARM
2024,RU,Europe,2ef9bb75-4c23-4fc0-8620-77d54d766de7,42,True,RUS
2024,CO,Americas,7f771870-7866-4159-b42b-1d71ac8234d9,41,True,COL
2024,BR,Americas,81131b09-75b1-4933-b509-103aeb7c4860,41,True,BRA
2024,BR,Americas,db29138d-4d8b-40be-8702-d187bc1b99a6,41,True,BRA
2024,IR,Asia,bb9cab58-55ba-4f53-8a1d-24a3173d4ea9,41,True,IRN
2024,DO,Americas,6a01a94b-b4b7-40f5-9e67-ed8f282eb6a3,41,True,DOM
2024,UA,Europe,270c04bd-8570-4c13-b30a-e44408986b57,41,True,UKR
2024,PK,Asia,1832b5ba-f0e8-49c4-b7b9-3aea7ae38ca9,41,True,PAK
2024,PK,Asia,f8e74d2e-1f85-4af0-920d-62c59aaee5ec,41,True,PAK
2024,SD,Africa,ac9b50e9-1c6c-4ba9-8608-a540fd6daf72,41,True,SDN
2024,DE,Europe,ef9bcbba-f938-4b7b-8201-b7ec35d400e5,41,True,DEU
2024,SA,Asia,dfac209d-aca0-4925-8db1-632cfcce6b0e,41,True,SAU
2024,BD,Asia,c8bdbcdb-f0f9-405d-900f-2f9b624e4fb6,41,True,BGD
2024,GH,Africa,3f9adf91-aaf5-4d6a-9917-fb81494a4134,41,True,GHA
2024,ZA,Africa,62f3c6ab-0571-419d-be8f-cd6f4ce552f5,41,True,ZAF
2024,ZA,Africa,9706dce9-bc07-4baa-9402-dac37269e536,41,True,ZAF
2024,IN,Asia,8bc729ef-4d1a-4168-a185-a5e9b613c56e,41,True,IND
2024,IN,Asia,9a7c032b-9b20-405c-ae25-191bb71cb160,41,True,IND
2024,IN,Asia,c493616f-0794-48fa-bfe6-ba2e26ad7cd4,41,True,IND
2024,IN,Asia,0c43db14-c8d2-4980-aec2-3e2f3a15a7d2,41,True,IND
2024,IN,Asia,a80cc8d3-0fba-464b-84e5-c32e971a2e1e,41,True,IND
2024,IN,Asia,2944f2ae-7841-4cc1-9738-04fa1932e24a,41,True,IND
2024,IN,Asia,ea8e1a5b-b6d7-4f21-b965-25403bdffe3f,41,True,IND
2024,IN,Asia,be8a1efd-3e67-4b0e-a06f-1b8bfee6c493,41,True,IND
2024,IN,Asia,5ae3014f-ecb9-4701-8136-17abbfc24c20,41,True,IND
2024,IN,Asia,318c4106-883a-4f99-b452-85bca1e49157,41,True,IND
2024,CN,Asia,c3e2a3f6-477d-4d4f-bfe4-7203ec4f11ca,41,True,CHN
2024,CN,Asia,4d4996a6-e18d-4b39-ada5-749065dff1b2,41,True,CHN
2024,CN,Asia,f9af84e3-c516-42c3-97f2-19e516b887a6,41,True,CHN
2024,CN,Asia,d33f8bee-18e7-4d51-bb62-5e00685836c7,41,True,CHN
2024,CN,Asia,4e7ee555-1da4-4e41-8657-fdf9c18056fb,41,True,CHN
2024,CN,Asia,ab49d1db-6085-4f1f-8671-efb53a2c5971,41,True,CHN
2024,CN,Asia,f9db85ca-b08c-4ba0-b129-96744d3f0594,41,True,CHN
2024,CN,Asia,a2647b3a-f670-41d3-83d2-820df7139d3f,41,True,CHN
2024,CO,Americas,01fa1b97-247d-4a43-bc5b-1237dc07d0f1,40,True,COL
2024,BR,Americas,6b87a7d4-7790-43c0-adbc-a302139f858f,40,True,BRA
2024,ES,Europe,0d7df77e-e6c6-4545-88b6-ddf4e7851587,40,True,ESP
2024,US,Americas,eccddcab-56ef-4e4a-86df-4d9414e45ff9,40,True,USA
2024,US,Americas,ba602642-80f2-46db-a82b-a58598a45e59,40,True,USA
2024,US,Americas,ffd51017-1350-4061-8d3b-7f8a01056568,40,True,USA
2024,CI,Africa,5716c7f4-44fa-4f04-b189-4dff400339b7,40,True,CIV
2024,ID,Asia,992f10cd-2d07-458f-ae42-58db785e17ba,40,True,IDN
2024,ID,Asia,a7bba0a4-5d42-4a77-ab11-44dfc7aef82e,40,True,IDN
2024,ID,Asia,c5cbad04-480c-47f7-9ec8-33262979db41,40,True,IDN
2024,ID,Asia,d7a6abb7-b83e-4f4a-9ea8-51716089dbb1,40,True,IDN
2024,ID,Asia,7e436a93-fa1b-45b1-be09-cbc62b8873cf,40,True,IDN
2024,ID,Asia,48c03f42-65d1-492b-9708-6937d8e09517,40,True,IDN
2024,ID,Asia,bc9b7286-e8e8-41bb-8c99-cbe0bad2eb77,40,True,IDN
2024,ID,Asia,4a19e995-cec2-4de2-b252-a1b8bb04669d,40,True,IDN
2024,NG,Africa,4fbeb79f-967a-4b80-8ebf-68a2cb6ab227,40,True,NGA
2024,BD,Asia,492e7556-7444-45f6-b3f2-e25278ec51c7,40,True,BGD
2024,BD,Asia,48256816-3661-45f4-81fa-055a57394f9c,40,True,BGD
2024,IN,Asia,b7ce6a8d-25a8-412e-9ffd-2b43bd02f505,40,True,IND
2024,IN,Asia,ee8a5a87-c3cb-4d41-81e6-c456da08cd11,40,True,IND
2024,IN,Asia,083ec993-4cb0-42bc-9566-6b4c8981fcae,40,True,IND
2024,IN,Asia,400922f8-a43a-464e-b8e8-c87ce2a962a3,40,True,IND
2024,CN,Asia,660789b0-2d32-41dd-93c2-ce05ae057613,40,True,CHN
2024,CN,Asia,49b2fb7c-bbf1-4d4c-aa1f-4dce1b861cca,40,True,CHN
2024,CN,Asia,5614d94b-634c-454b-8c57-d7a97f0e95c8,40,True,CHN
2024,CN,Asia,847b78cf-8371-431b-86e2-9e83af7cffce,40,True,CHN
2024,CN,Asia,37913c43-5dfa-4b49-aa36-a1de12596b8e,40,True,CHN
2024,CN,Asia,41574b7f-8bf5-4805-a079-4fcb1c13c847,40,True,CHN
2024,CN,Asia,3793157c-14b3-43a2-b93b-cf172f57bdce,40,True,CHN
2024,CN,Asia,e1380b52-94bc-47ec-946e-1ca58b48db39,40,True,CHN
2024,CN,Asia,73afdc93-6e54-41fd-80e2-1d76f542a5d3,40,True,CHN
2024,CN,Asia,51bf08cb-abd4-448e-bfa9-949e5be8e5df,40,True,CHN
2024,MX,Americas,3707a235-6d1c-4844-be90-0c4630e163ab,39,True,MEX
2024,IR,Asia,b6910614-9127-4f31-901c-9df59f069a72,39,True,IRN
2024,MN,Asia,2880d20b-c19e-4e54-b49e-f9526b49d9de,39,True,MNG
2024,ES,Europe,44c37fc8-5bd9-4b56-9852-404fa676dfe7,39,True,ESP
2024,SD,Africa,825cde08-13dd-4aea-9379-941b0ec45c2e,39,True,SDN
2024,TR,Asia,02258736-c647-45db-b63c-b886704219b7,39,True,TUR
2024,AO,Africa,d1ea2145-3d29-442e-be81-b92285400902,39,True,AGO
2024,RU,Europe,fa050a14-a8e9-45a4-8af0-d75ae4b878fc,39,True,RUS
2024,NP,Asia,77b27fc3-9f5c-4bc8-902e-5f9af375217b,39,True,NPL
2024,CO,Americas,70da67b3-103c-4e35-a877-5d76857c261d,38,True,COL
2024,IR,Asia,248550f2-ed8b-4ce3-851e-acd7e0baa2ef,38,True,IRN
2024,KR,Asia,88375bd1-c993-46cb-a4a3-48730758be33,38,True,KOR
2024,ES,Europe,fc86553a-876f-46f7-a5c9-bed07623a37d,38,True,ESP
2024,PK,Asia,f1cb489e-7194-4007-9808-16448ea3099f,38,True,PAK
2024,US,Americas,967c9746-cc85-4770-a5f8-82cc8488b830,38,True,USA
2024,US,Americas,8e02aa3f-d04a-4117-9128-31e4175fa764,38,True,USA
2024,AM,Asia,ee975b78-3a9e-4c9a-843d-08b490aae8ca,38,True,ARM
2024,ID,Asia,44947bff-e3c3-471b-8223-73067ab864c4,38,True,IDN
2024,RU,Europe,d8333758-db41-44c9-a347-320b372d1a5e,38,True,RUS
2024,YE,Asia,70bd382b-aede-473f-bf12-b8960d69342d,38,True,YEM
2024,CO,Americas,f5e30c38-8ffb-40cb-97d2-1f64acd40b45,37,True,COL
2024,BR,Americas,6cf95ea8-34aa-4dae-b3e5-5c49e0b7bc04,37,True,BRA
2024,BR,Americas,a1a4d49c-9bd5-474d-b84b-83534c14478d,37,True,BRA
2024,BR,Americas,16db160a-87b9-485e-b977-e4e4261f517a,37,True,BRA
2024,UG,Africa,7fef0fad-90ea-4923-8314-01c9eea283a0,37,True,UGA
2024,TH,Asia,2e8a3557-aece-433c-be1c-dabc5cd8bf49,37,True,THA
2024,PK,Asia,3c257894-ea92-4ed6-b912-4702a31f7e1f,37,True,PAK
2024,PK,Asia,7620c44e-39c5-4fe3-8de9-c8cd9494a91f,37,True,PAK
2024,PK,Asia,c184a6dd-dbe8-40cc-bc9b-708bfd5d4438,37,True,PAK
2024,TR,Asia,661594d9-7e2d-4e35-b81c-49fe6d924b6a,37,True,TUR
2024,TR,Asia,710a7db1-4197-4314-9d0f-c72fc5cea90c,37,True,TUR
2024,DE,Europe,8a64436c-d519-4f55-8cbd-e7e0d534c102,37,True,DEU
2024,ID,Asia,9585ee9d-9cbb-4945-8ef5-44cb62be0854,37,True,IDN
2024,ID,Asia,c1ed933d-1564-4fed-b118-178d9a823b08,37,True,IDN
2024,ID,Asia,a28168f9-ea06-408a-8365-0b3af910a7bb,37,True,IDN
2024,ZM,Africa,2040a4cb-d0fd-40a9-9a56-0d428fb88a35,37,True,ZMB
2024,BN,Asia,74492f26-e244-4020-9832-550b67a58abd,37,True,BRN
2024,RU,Europe,5a21cd3b-20b7-4948-8ad7-8829415d1d24,37,True,RUS
2024,VE,Americas,004f873b-4f69-4884-8475-c44bd9642103,37,True,VEN
2024,IL,Asia,e4cd842b-edb1-40e2-a038-48bc890798b5,37,True,ISR
2024,AF,Asia,3c9b56ec-92e8-4a16-a202-3524a39db85a,37,True,AFG
2024,ZA,Africa,05e10561-1395-40d0-be5a-49683d3d4092,37,True,ZAF
2024,ZA,Africa,b2aac64a-fe4c-4ad0-ad08-5844b02e07f3,37,True,ZAF
2024,ZA,Africa,a2687715-ba68-4f29-b492-1ddedf6e8451,37,True,ZAF
2024,MX,Americas,30c73c8e-bbfe-4b88-8775-c4ef6166e9ad,36,True,MEX
2024,MX,Americas,d47ca98b-8e5c-4525-9991-c0b06952ff94,36,True,MEX
2024,MX,Americas,944a6ec6-5bf0-4e65-8732-80055b318f10,36,True,MEX
2024,RW,Africa,04e2285d-0e36-42ac-b500-fe39660bd105,36,True,RWA
2024,KZ,Asia,a69becb1-9c57-4e59-ac36-69e04b2998a0,36,True,KAZ
2024,JP,Asia,4ea7b49a-0cb4-4cdb-b7f9-5dff9255068a,36,True,JPN
2024,GB,Europe,20296e39-5537-467a-ac57-5f4209e3e8d0,36,True,GBR
2024,PK,Asia,597986fb-12cd-4f6b-adca-66931e7a4d53,36,True,PAK
2024,PK,Asia,fa68a83b-0e1a-4d14-b3d2-0563f760ef8e,36,True,PAK
2024,PK,Asia,da854d36-16fe-4a6f-9dc7-fe5044fadcc7,36,True,PAK
2024,PK,Asia,428e107c-3072-4ef7-8757-60957be2f905,36,True,PAK
2024,PK,Asia,0c2457b9-bc94-4604-8ffa-ea905762888a,36,True,PAK
2024,PK,Asia,c0bd28a5-fe23-433c-bbd4-9599b250f239,36,True,PAK
2024,PK,Asia,03a42d16-c609-4870-9c6b-e27cb0d76750,36,True,PAK
2024,US,Americas,a073b7f2-2547-405f-987e-15c82ea8c62d,36,True,USA
2024,KP,Asia,5a31e816-539f-4997-83c6-21081a43f1ff,36,True,PRK
2024,MM,Asia,08a77e9a-ab28-48c1-880c-b505b425974a,36,True,MMR
2024,MM,Asia,48fe3959-48d5-4f0a-b031-f5d0c4d1ae39,36,True,MMR
2024,MM,Asia,b3131960-b1ca-406e-bfed-4d3ec09ca97c,36,True,MMR
2024,RU,Europe,607a871d-5c39-4cd0-9860-2b8fc2e790bd,36,True,RUS
2024,RU,Europe,b966f458-e1e2-43da-b84f-b254e041defd,36,True,RUS
2024,AF,Asia,594d6a34-6c76-4cdf-9ac4-9e5f6448ef77,36,True,AFG
2024,KE,Africa,52acdf9f-f3a7-4418-98c3-64c2dd73c86e,36,True,KEN
2024,IN,Asia,f7ab718d-d53a-49f2-b465-6187f4b19a01,36,True,IND
2024,IN,Asia,bc72df98-1ae8-43ae-87b3-8674cec768c0,36,True,IND
2024,IN,Asia,fdccbbac-cb4e-410b-857f-26e6238676b0,36,True,IND
2024,IN,Asia,f47f5415-898d-4d26-82be-7b2ebda66380,36,True,IND
2024,IN,Asia,912150d5-7077-4017-a2e1-338ff96735e4,36,True,IND
2024,IN,Asia,5455f681-e488-4096-bc0b-5f7a758bda94,36,True,IND
2024,IN,Asia,6cab15d0-93be-40d9-b2bb-cbfe8196e890,36,True,IND
2024,IN,Asia,4c684c34-097f-4dbb-b6d8-319df2101760,36,True,IND
2024,IN,Asia,cb371818-aafe-4b49-aec2-ccdc81f56d04,36,True,IND
2024,IN,Asia,59be8dda-c0cd-4386-8caa-9c1c2f3ffa92,36,True,IND
2024,IN,Asia,0cf72576-adc7-4059-b0c0-d5b5b4904e43,36,True,IND
2024,IN,Asia,7f97b4ff-4055-4f3c-b786-5b534a8f4dcd,36,True,IND
2024,IN,Asia,836f25bb-9ec4-4c30-b00e-b3a4f611d0f6,36,True,IND
2024,IN,Asia,3a053475-9f35-4ce4-b46c-13178b0b7158,36,True,IND
2024,IN,Asia,c5c8b377-7d66-4203-a474-28c02de9294b,36,True,IND
2024,IN,Asia,5f3b8f39-91db-4b81-a74b-562a3808456f,36,True,IND
2024,IN,Asia,b6c2d4b8-a632-43ea-94ec-9c71c6ce1fcc,36,True,IND
2024,IN,Asia,8454ae63-341e-4eed-8cb6-6da6d1ae3064,36,True,IND
2024,IN,Asia,d3e980e1-b34a-419e-ab6e-8af1772ef4d0,36,True,IND
2024,TM,Asia,1bd59d45-899c-4630-bad5-6e47bf13b012,36,True,TKM
2024,PA,Americas,6bdd06ea-3ded-4881-9843-80a3599cd314,36,True,PAN
2024,EG,Africa,1475189c-4f73-43e3-9afc-ba957d639ddf,35,True,EGY
2024,EG,Africa,3b1095f5-89e3-457c-8664-efe6a4134c10,35,True,EGY
2024,MX,Americas,80c3378a-d1aa-4e20-880d-d9488cd1e400,35,True,MEX
2024,IT,Europe,604ffbdf-0660-4238-bbce-9474e8e22e5a,35,True,ITA
2024,IT,Europe,5e9cab2e-24fa-45f6-b0c4-0877a5d807d1,35,True,ITA
2024,BR,Americas,beae2924-d320-44de-ba21-72547e61787b,35,True,BRA
2024,BR,Americas,e08e0fcf-dd5b-46f7-9b53-a7c63ac92aa7,35,True,BRA
2024,BR,Americas,8ae89855-177f-4be7-8431-558899a8c63e,35,True,BRA
2024,CL,Americas,9c986f17-8496-4fd0-9123-42150468a76d,35,True,CHL
2024,PL,Europe,6b835344-6f14-4c60-9573-3d8c99938f5e,35,True,POL
2024,JP,Asia,50ea75f4-e5c0-48fe-b376-86b4ee0ae8d1,35,True,JPN
2024,GB,Europe,e40fde24-d9fc-4be7-9548-5214f207ba5b,35,True,GBR
2024,UA,Europe,5032200c-475c-429b-a641-e51a51b4422f,35,True,UKR
2024,TH,Asia,23ad35b8-9011-4b1f-aaca-88c87083de6f,35,True,THA
2024,US,Americas,32433685-24d0-4b6d-bf68-f878bfbba091,35,True,USA
2024,US,Americas,907bd955-a9b9-4eb4-b428-6b842de99c07,35,True,USA
2024,US,Americas,0b14625f-5b5c-4c10-b286-466a043b360e,35,True,USA
2024,EC,Americas,a119c3ac-d9c5-4828-897f-059dfbcb84f4,35,True,ECU
2024,HU,Europe,db73099d-d8e4-4924-934c-28d993ce86ec,35,True,HUN
2024,CD,Africa,371741ec-c694-4230-acc4-7f1560bba355,35,True,COD
2024,KP,Asia,df4b2c58-eaa8-4135-8be5-c741f7294e91,35,True,PRK
2024,TR,Asia,3c5d8447-4894-42b3-967e-f06da7363ed8,35,True,TUR
2024,CU,Americas,df92de2f-aa4e-4e68-8ddb-4eca8742843d,35,True,CUB
2024,PY,Americas,e0d589e5-8d1d-4d9f-91d1-e8b09a732a84,35,True,PRY
2024,ID,Asia,2d7575c7-7f8c-410b-852f-9f071998e89f,35,True,IDN
2024,BD,Asia,f54dd659-0848-4ab4-817e-5558cbbc34e4,35,True,BGD
2024,BD,Asia,87434cbd-f1e9-4e4c-a2f3-dceed899890d,35,True,BGD
2024,MM,Asia,f3af9890-0ff6-48eb-b1b2-880cf84ec8b7,35,True,MMR
2024,PH,Asia,3d3ef0c5-b49b-4419-8524-99178183f44c,35,True,PHL
2024,PH,Asia,3ef2478e-3598-4423-8785-131cbd52b4c7,35,True,PHL
2024,AE,Asia,c675f9dc-d8ee-464d-96f6-e1241ac70d76,35,True,ARE
2024,RU,Europe,7ae30b6b-8b96-45f2-923d-45d521166407,35,True,RUS
2024,RU,Europe,269ba6cf-2b94-4edc-8604-d467e74c3436,35,True,RUS
2024,BO,Americas,29c3894c-54c4-46bd-a9f4-f25c8d518cd4,35,True,BOL
2024,ZA,Africa,0b8e4542-6a28-47f3-a7ad-54635ea729a3,35,True,ZAF
2024,IN,Asia,2c5fb5a2-0108-4fe4-8fdc-b0b6f1868484,35,True,IND
2024,IN,Asia,44fd2a3f-0330-498d-86d2-6c500ef3343c,35,True,IND
2024,IN,Asia,f970ea1e-f941-49cb-9dc9-576fcebc5ba6,35,True,IND
2024,IN,Asia,a63368a5-2964-415f-9f18-0282ad403c0c,35,True,IND
2024,IN,Asia,166d34b6-639b-4d92-9e5f-73a982e2ea36,35,True,IND
2024,IN,Asia,de12d694-358e-4df0-a585-4bde07356fd1,35,True,IND
2024,IN,Asia,fee974f7-0d2d-4b0a-9ae8-b178be7d993f,35,True,IND
2024,IN,Asia,4068f6e6-6b3b-4793-b024-02ffe3b07d57,35,True,IND
2024,IN,Asia,5e16be44-581a-459f-b791-11c38d567f44,35,True,IND
2024,IN,Asia,3ad175f1-4226-43fd-b193-6afab614e5ae,35,True,IND
2024,IN,Asia,b353ba57-ecd4-43a0-8ba4-9a8930e27189,35,True,IND
2024,IN,Asia,efc0cf41-d502-48b7-8467-a4bdf6a44ddb,35,True,IND
2024,IN,Asia,f3468780-21d6-4a9d-b494-74e38bc5de5f,35,True,IND
2024,IN,Asia,fead13c5-04c2-42d0-97e2-f3dfd62ac75d,35,True,IND
2024,IN,Asia,b279ff4e-6404-41d6-9c2f-b4be5df3e64e,35,True,IND
2024,CN,Asia,84afa8ff-8b15-4e87-957d-b8df9f4224f3,35,True,CHN
2024,CN,Asia,d0308e3c-ee60-4e35-b767-2082e4f566cf,35,True,CHN
2024,CN,Asia,5a8c942a-3117-4f09-bce6-ea8d15949873,35,True,CHN
2024,CN,Asia,ebf87e76-f4fd-4e67-88a8-36dde9aef51d,35,True,CHN
2024,CN,Asia,d47cfa1d-ecd9-4eed-82b9-f9211f00c5f9,35,True,CHN
2024,CN,Asia,c2373b89-1e16-41a0-8d77-e7bae8c110db,35,True,CHN
2024,CN,Asia,024f428b-c1fe-491c-97be-7ccca897560f,35,True,CHN
2024,CN,Asia,3d5a8cbb-6085-41b9-b45f-1dd5520db657,35,True,CHN
2024,CN,Asia,3b8b18e2-df1e-4998-94f5-604509fc54ef,35,True,CHN
2024,CN,Asia,866708e9-be07-48f9-98e8-9c72c0450f1e,35,True,CHN
2024,CN,Asia,e98fae26-ba39-4a0e-b9c4-88098e5faf6c,35,True,CHN
2024,EG,Africa,2d8f8d3b-2429-4b21-bf42-2c39a26d8c3e,34,True,EGY
2024,EG,Africa,a87dfe26-e7c5-479e-bd2e-64fa533da4ca,34,True,EGY
2024,GT,Americas,3cad93df-181b-48e6-93a4-3016ac251f7c,34,True,GTM
2024,GT,Americas,35a87e07-b0d0-4d2f-a1cd-1b3fafa0cabc,34,True,GTM
2024,MX,Americas,dfd325cb-e526-4c69-a800-40d78902dde6,34,True,MEX
2024,MX,Americas,c1e790e5-3019-4ce0-b591-849dfda73b98,34,True,MEX
2024,BR,Americas,f26fd093-7fd0-4a97-acd8-5dab85fdc359,34,True,BRA
2024,CL,Americas,ca72a0ef-2960-4507-aaba-f062b07b7427,34,True,CHL
2024,CL,Americas,0da5f3cd-6ba9-4f00-89b0-34cd1c5f08cf,34,True,CHL
2024,HT,Americas,2479a140-9c20-48a5-a873-059912a940f0,34,True,HTI
2024,JP,Asia,46cb649b-137e-4428-81d9-a1861037cade,34,True,JPN
2024,IQ,Asia,694e3269-f593-4058-a8a9-5e82d9e75481,34,True,IRQ
2024,GB,Europe,8ccbdfda-cf8f-42ee-a0c7-1926fa99cac9,34,True,GBR
2024,GR,Europe,3a52b24a-22f6-4a34-93d8-1e7c4ebc8a05,34,True,GRC
2024,TH,Asia,379e2dd5-7734-4928-83a3-d44c7151445c,34,True,THA
2024,TH,Asia,93a4dfbc-fe57-4073-ad6c-8938ad4fa071,34,True,THA
2024,PK,Asia,4dfec19b-0720-4dea-8e04-9bcfce7695a1,34,True,PAK
2024,US,Americas,e7a9ceb8-411a-4a90-96ce-5ef3002c49b3,34,True,USA
2024,US,Americas,edf4bbbf-0128-4e5a-9bbf-342572dfd68d,34,True,USA
2024,US,Americas,482d13a8-c157-4e56-a2ec-71d307186e45,34,True,USA
2024,TR,Asia,be3ab60a-4e10-469d-9150-b51f22409e36,34,True,TUR
2024,ID,Asia,f7cd7d7e-a66f-4d4c-9404-1e78236d3054,34,True,IDN
2024,ID,Asia,54fbcdb4-f55c-4547-990f-dda1a58f946b,34,True,IDN
2024,SA,Asia,18b1fc39-3c6b-472e-95aa-2e1b1976db3f,34,True,SAU
2024,MG,Africa,e767fc10-526a-4a29-9fa1-30fde41e15c8,34,True,MDG
2024,VE,Americas,498e5b95-a9c0-44b6-90d8-8224420242af,34,True,VEN
2024,VE,Americas,0d1f731b-c543-4d77-ad0f-bbace67c6b27,34,True,VEN
